download_date,mcdi_id,mcdi,category,avg_production,base,alt,grammar,incl_reason,excl_reason,incl_count,excl_count,total_incl_count,total_excl_count
9/13/24,131,peas,food_drink,0.47,peas,pea's,possessive,,,0,0,2419,2419
9/13/24,131,peas,food_drink,0.47,peas,peass,plural_noun,,,0,0,2419,2419
9/13/24,131,peas,food_drink,0.47,peas,pea,singular_noun,,,2417,2417,2419,2419
9/13/24,81,pen,toys,0.43,pen,pen,singular_noun,,,1540,1535,1540,1535
9/13/24,81,pen,toys,0.43,pen,pens,"dumb_plural, plural_noun",,,0,0,1540,1535
9/13/24,81,pen,toys,0.43,pen,pen's,possessive,,,0,0,1540,1535
9/13/24,81,pen,toys,0.43,pen,pens',"dumb_plural_possessive, plural_possessive",,,0,0,1540,1535
9/13/24,82,pencil,toys,0.34,pencil,pencil,singular_noun,,,1746,1746,1746,1746
9/13/24,82,pencil,toys,0.34,pencil,pencils,"dumb_plural, plural_noun",,,0,0,1746,1746
9/13/24,82,pencil,toys,0.34,pencil,pencil's,possessive,,,0,0,1746,1746
9/13/24,82,pencil,toys,0.34,pencil,pencils',"dumb_plural_possessive, plural_possessive",,,0,0,1746,1746
9/13/24,43,penguin,animals,0.39,penguin,penguins',"dumb_plural_possessive, plural_possessive",,,0,0,545,545
9/13/24,43,penguin,animals,0.39,penguin,penguin's,possessive,,,0,0,545,545
9/13/24,43,penguin,animals,0.39,penguin,penguin,singular_noun,,,545,545,545,545
9/13/24,43,penguin,animals,0.39,penguin,penguins,"dumb_plural, plural_noun",,,0,0,545,545
9/13/24,204,penis*,body_parts,0.4,penis,penises,plural_noun,,,0,0,132,132
9/13/24,204,penis*,body_parts,0.4,penis,peni,singular_noun,,,0,0,132,132
9/13/24,204,penis*,body_parts,0.4,penis,penis,"dumb_plural, singular_noun",,,132,132,132,132
9/13/24,204,penis*,body_parts,0.4,penis,penises',plural_possessive,,,0,0,132,132
9/13/24,204,penis*,body_parts,0.4,penis,peni's,possessive,,,0,0,132,132
9/13/24,204,penis*,body_parts,0.4,penis,penis',dumb_plural_possessive,,,0,0,132,132
9/13/24,241,penny,household,0.22,penny,pennys',dumb_plural_possessive,,,0,0,951,951
9/13/24,241,penny,household,0.22,penny,pennys,dumb_plural,,,0,0,951,951
9/13/24,241,penny,household,0.22,penny,penny,singular_noun,,,943,943,951,951
9/13/24,241,penny,household,0.22,penny,penny's,possessive,,,0,0,951,951
9/13/24,241,penny,household,0.22,penny,pennies',plural_possessive,,,0,0,951,951
9/13/24,241,penny,household,0.22,penny,pennies,plural_noun,,,8,8,951,951
9/13/24,369,people,people,0.3,people,people,plural_noun,,,8,8,8623,8623
9/13/24,369,people,people,0.3,people,persons',dumb_plural_possessive,,,0,0,8623,8623
9/13/24,369,people,people,0.3,people,persons,dumb_plural,,,0,0,8623,8623
9/13/24,369,people,people,0.3,people,peoples',plural_possessive,,,0,0,8623,8623
9/13/24,369,people,people,0.3,people,person,singular_noun,,,8609,8609,8623,8623
9/13/24,369,people,people,0.3,people,peoples,plural_noun,,,6,6,8623,8623
9/13/24,369,people,people,0.3,people,person's,possessive,,,0,0,8623,8623
9/13/24,370,person,people,0.11,person,person's,possessive,,,0,0,8617,8617
9/13/24,370,person,people,0.11,person,peoples',plural_possessive,,,0,0,8617,8617
9/13/24,370,person,people,0.11,person,persons,dumb_plural,,,0,0,8617,8617
9/13/24,370,person,people,0.11,person,persons',dumb_plural_possessive,,,0,0,8617,8617
9/13/24,370,person,people,0.11,person,person,singular_noun,,,8609,8609,8617,8617
9/13/24,370,person,people,0.11,person,people,plural_noun,,,8,8,8617,8617
9/13/24,371,pet's name,people,0.56,pet's name,pet's+name,singular_noun,,,0,0,0,0
9/13/24,371,pet's name,people,0.56,pet's name,pet's+names,"dumb_plural, plural_noun",,,0,0,0,0
9/13/24,371,pet's name,people,0.56,pet's name,pet's+name's,possessive,,,0,0,0,0
9/13/24,371,pet's name,people,0.56,pet's name,pet's name's,possessive,,,0,0,0,0
9/13/24,371,pet's name,people,0.56,pet's name,pet's names,"dumb_plural, plural_noun",,,0,0,0,0
9/13/24,371,pet's name,people,0.56,pet's name,pet's name,singular_noun,,,0,0,0,0
9/13/24,371,pet's name,people,0.56,pet's name,pet's+names',"dumb_plural_possessive, plural_possessive",,,0,0,0,0
9/13/24,371,pet's name,people,0.56,pet's name,pet's names',"dumb_plural_possessive, plural_possessive",,,0,0,0,0
9/13/24,133,pickle,food_drink,0.33,pickle,pickle,singular_noun,,,859,859,871,871
9/13/24,133,pickle,food_drink,0.33,pickle,pickles,"dumb_plural, plural_noun",,,12,12,871,871
9/13/24,133,pickle,food_drink,0.33,pickle,pickle's,possessive,,,0,0,871,871
9/13/24,133,pickle,food_drink,0.33,pickle,pickles',"dumb_plural_possessive, plural_possessive",,,0,0,871,871
9/13/24,339,picnic,places,0.19,picnic,picnic's,possessive,,,0,0,816,816
9/13/24,339,picnic,places,0.19,picnic,picnics',"dumb_plural_possessive, plural_possessive",,,0,0,816,816
9/13/24,339,picnic,places,0.19,picnic,picnics,"dumb_plural, plural_noun",,,0,0,816,816
9/13/24,339,picnic,places,0.19,picnic,picnic,singular_noun,,,816,816,816,816
9/13/24,242,picture,household,0.47,picture,picture,singular_noun,,,6417,6417,6419,6419
9/13/24,242,picture,household,0.47,picture,pictures,"dumb_plural, plural_noun",,,2,2,6419,6419
9/13/24,242,picture,household,0.47,picture,picture's,possessive,,,0,0,6419,6419
9/13/24,242,picture,household,0.47,picture,pictures',"dumb_plural_possessive, plural_possessive",,,0,0,6419,6419
9/13/24,44,pig,animals,0.69,pig,pigs,"dumb_plural, plural_noun",,,18,18,4889,4889
9/13/24,44,pig,animals,0.69,pig,pig,singular_noun,,,4743,4743,4889,4889
9/13/24,44,pig,animals,0.69,pig,pigs',"dumb_plural_possessive, plural_possessive",,,0,0,4889,4889
9/13/24,44,pig,animals,0.69,pig,pig's,possessive,,,0,0,4889,4889
9/13/24,44,pig,animals,0.69,piggie,piggies,"dumb_plural, plural_noun",,,4,4,4889,4889
9/13/24,44,pig,animals,0.69,piggie,piggie's,possessive,,,2,2,4889,4889
9/13/24,44,pig,animals,0.69,piggie,piggie,"diminutive, singular_noun",,,2,2,4889,4889
9/13/24,44,pig,animals,0.69,piggie,piggies',"dumb_plural_possessive, plural_possessive",,,0,0,4889,4889
9/13/24,44,pig,animals,0.69,piggy,piggys',dumb_plural_possessive,,,0,0,4889,4889
9/13/24,44,pig,animals,0.69,piggy,piggys,dumb_plural,,,0,0,4889,4889
9/13/24,44,pig,animals,0.69,piggy,piggies',plural_possessive,,,0,0,4889,4889
9/13/24,44,pig,animals,0.69,piggy,piggy's,possessive,,,0,0,4889,4889
9/13/24,44,pig,animals,0.69,piggy,piggy,"diminutive, singular_noun",,,116,116,4889,4889
9/13/24,44,pig,animals,0.69,piggy,piggies,plural_noun,,,4,4,4889,4889
9/13/24,243,pillow,household,0.58,pillow,pillows',"dumb_plural_possessive, plural_possessive",,,0,0,1147,1147
9/13/24,243,pillow,household,0.58,pillow,pillow's,possessive,,,0,0,1147,1147
9/13/24,243,pillow,household,0.58,pillow,pillows,"dumb_plural, plural_noun",,,0,0,1147,1147
9/13/24,243,pillow,household,0.58,pillow,pillow,singular_noun,,,1147,1147,1147,1147
9/13/24,134,pizza,food_drink,0.69,pizza,pizza,singular_noun,,,3092,3092,3092,3092
9/13/24,134,pizza,food_drink,0.69,pizza,pizza's,possessive,,,0,0,3092,3092
9/13/24,134,pizza,food_drink,0.69,pizza,pizzas,"dumb_plural, plural_noun",,,0,0,3092,3092
9/13/24,134,pizza,food_drink,0.69,pizza,pizzas',"dumb_plural_possessive, plural_possessive",,,0,0,3092,3092
9/13/24,244,plant,household,0.32,plant,plant,singular_noun,,,1004,1004,1004,1004
9/13/24,244,plant,household,0.32,plant,plants,"dumb_plural, plural_noun",,,0,0,1004,1004
9/13/24,244,plant,household,0.32,plant,plant's,possessive,,,0,0,1004,1004
9/13/24,244,plant,household,0.32,plant,plants',"dumb_plural_possessive, plural_possessive",,,0,0,1004,1004
9/13/24,245,plate,household,0.5,plate,plates',"dumb_plural_possessive, plural_possessive",,,0,0,3158,3158
9/13/24,245,plate,household,0.5,plate,plate,singular_noun,,,3157,3157,3158,3158
9/13/24,245,plate,household,0.5,plate,plate's,possessive,,,0,0,3158,3158
9/13/24,245,plate,household,0.5,plate,plates,"dumb_plural, plural_noun",,,1,1,3158,3158
9/13/24,83,play dough,toys,0.36,play dough,play+dough,singular_noun,,,0,0,152,152
9/13/24,83,play dough,toys,0.36,play dough,play+doughs',"dumb_plural_possessive, plural_possessive",,,0,0,152,152
9/13/24,83,play dough,toys,0.36,play dough,play+dough's,possessive,,,0,0,152,152
9/13/24,83,play dough,toys,0.36,play dough,play+doughs,"dumb_plural, plural_noun",,,0,0,152,152
9/13/24,83,play dough,toys,0.36,play dough,play doughs',"dumb_plural_possessive, plural_possessive",,,0,0,152,152
9/13/24,83,play dough,toys,0.36,play dough,play dough,singular_noun,,,152,152,152,152
9/13/24,83,play dough,toys,0.36,play dough,play dough's,possessive,,,0,0,152,152
9/13/24,83,play dough,toys,0.36,play dough,play doughs,"dumb_plural, plural_noun",,,0,0,152,152
9/13/24,279,play pen,furniture_rooms,0.08,play pen,play pens,"dumb_plural, plural_noun",,,0,0,5,5
9/13/24,279,play pen,furniture_rooms,0.08,play pen,play+pen,singular_noun,,,0,0,5,5
9/13/24,279,play pen,furniture_rooms,0.08,play pen,play+pens,"dumb_plural, plural_noun",,,0,0,5,5
9/13/24,279,play pen,furniture_rooms,0.08,play pen,play pen,singular_noun,,,5,5,5,5
9/13/24,279,play pen,furniture_rooms,0.08,play pen,play+pen's,possessive,,,0,0,5,5
9/13/24,279,play pen,furniture_rooms,0.08,play pen,play+pens',"dumb_plural_possessive, plural_possessive",,,0,0,5,5
9/13/24,279,play pen,furniture_rooms,0.08,play pen,play pens',"dumb_plural_possessive, plural_possessive",,,0,0,5,5
9/13/24,279,play pen,furniture_rooms,0.08,play pen,play pen's,possessive,,,0,0,5,5
9/13/24,340,playground,places,0.3,play+ground,play+grounds,"dumb_plural, plural_noun",,,0,0,1,1
9/13/24,340,playground,places,0.3,play+ground,play+ground,"singular_noun, syntax-corrected",,,0,0,1,1
9/13/24,340,playground,places,0.3,play+ground,play+grounds',"dumb_plural_possessive, plural_possessive",,,0,0,1,1
9/13/24,340,playground,places,0.3,play+ground,play+ground's,possessive,,,0,0,1,1
9/13/24,340,playground,places,0.3,playground,playgrounds',"dumb_plural_possessive, plural_possessive",,,0,0,1,1
9/13/24,340,playground,places,0.3,playground,playground's,possessive,,,0,0,1,1
9/13/24,340,playground,places,0.3,playground,playground,singular_noun,,,1,1,1,1
9/13/24,340,playground,places,0.3,playground,playgrounds,"dumb_plural, plural_noun",,,0,0,1,1
9/13/24,372,police,people,0.19,police,polices',"dumb_plural_possessive, plural_possessive",,,0,0,584,584
9/13/24,372,police,people,0.19,police,police,singular_noun,,,582,582,584,584
9/13/24,372,police,people,0.19,police,polices,"dumb_plural, plural_noun",,,2,2,584,584
9/13/24,372,police,people,0.19,police,police's,possessive,,,0,0,584,584
9/13/24,45,pony,animals,0.25,pony,ponies,plural_noun,,,0,0,598,598
9/13/24,45,pony,animals,0.25,pony,pony's,possessive,,,0,0,598,598
9/13/24,45,pony,animals,0.25,pony,ponies',plural_possessive,,,0,0,598,598
9/13/24,45,pony,animals,0.25,pony,ponys',dumb_plural_possessive,,,0,0,598,598
9/13/24,45,pony,animals,0.25,pony,ponys,dumb_plural,,,0,0,598,598
9/13/24,45,pony,animals,0.25,pony,pony,singular_noun,,,598,598,598,598
9/13/24,304,pool,outside,0.49,pool,pools',"dumb_plural_possessive, plural_possessive",,,0,0,894,894
9/13/24,304,pool,outside,0.49,pool,pool,singular_noun,,,894,894,894,894
9/13/24,304,pool,outside,0.49,pool,pool's,possessive,,,0,0,894,894
9/13/24,304,pool,outside,0.49,pool,pools,"dumb_plural, plural_noun",,,0,0,894,894
9/13/24,146,soda/pop,food_drink,0.24,pop,pop,singular_noun,,,3265,3265,3788,3788
9/13/24,146,soda/pop,food_drink,0.24,pop,pops,"dumb_plural, plural_noun",,,12,12,3788,3788
9/13/24,146,soda/pop,food_drink,0.24,pop,pop's,possessive,,,0,0,3788,3788
9/13/24,146,soda/pop,food_drink,0.24,pop,pops',"dumb_plural_possessive, plural_possessive",,,0,0,3788,3788
9/13/24,135,popcorn,food_drink,0.45,pop+corn,pop+corns',"dumb_plural_possessive, plural_possessive",,,0,0,3,3
9/13/24,135,popcorn,food_drink,0.45,pop+corn,pop+corn,"singular_noun, syntax-corrected",,,0,0,3,3
9/13/24,135,popcorn,food_drink,0.45,pop+corn,pop+corn's,possessive,,,0,0,3,3
9/13/24,135,popcorn,food_drink,0.45,pop+corn,pop+corns,"dumb_plural, plural_noun",,,0,0,3,3
9/13/24,135,popcorn,food_drink,0.45,popcorn,popcorn,singular_noun,,,3,3,3,3
9/13/24,135,popcorn,food_drink,0.45,popcorn,popcorns,"dumb_plural, plural_noun",,,0,0,3,3
9/13/24,135,popcorn,food_drink,0.45,popcorn,popcorn's,possessive,,,0,0,3,3
9/13/24,135,popcorn,food_drink,0.45,popcorn,popcorns',"dumb_plural_possessive, plural_possessive",,,0,0,3,3
9/13/24,136,popsicle,food_drink,0.35,popsicle,popsicle,singular_noun,,,289,289,289,289
9/13/24,136,popsicle,food_drink,0.35,popsicle,popsicles',"dumb_plural_possessive, plural_possessive",,,0,0,289,289
9/13/24,136,popsicle,food_drink,0.35,popsicle,popsicle's,possessive,,,0,0,289,289
9/13/24,136,popsicle,food_drink,0.35,popsicle,popsicles,"dumb_plural, plural_noun",,,0,0,289,289
9/13/24,280,porch,furniture_rooms,0.13,porch,porches,plural_noun,,,0,0,149,149
9/13/24,280,porch,furniture_rooms,0.13,porch,porch's,possessive,,,0,0,149,149
9/13/24,280,porch,furniture_rooms,0.13,porch,porchs',dumb_plural_possessive,,,0,0,149,149
9/13/24,280,porch,furniture_rooms,0.13,porch,porch,singular_noun,,,149,149,149,149
9/13/24,280,porch,furniture_rooms,0.13,porch,porchs,dumb_plural,,,0,0,149,149
9/13/24,280,porch,furniture_rooms,0.13,porch,porches',plural_possessive,,,0,0,149,149
9/13/24,138,potato,food_drink,0.4,potato,potato's,possessive,,,0,0,1533,1471
9/13/24,138,potato,food_drink,0.4,potato,potatoes',plural_possessive,,,0,0,1533,1471
9/13/24,138,potato,food_drink,0.4,potato,potatos,dumb_plural,,,0,0,1533,1471
9/13/24,138,potato,food_drink,0.4,potato,potatos',dumb_plural_possessive,,,0,0,1533,1471
9/13/24,138,potato,food_drink,0.4,potato,potatoes,plural_noun,,,0,0,1533,1471
9/13/24,138,potato,food_drink,0.4,potato,potato,singular_noun,,,1533,1471,1533,1471
9/13/24,137,potato chip,food_drink,0.41,potato chip,potato+chip,singular_noun,,,0,0,62,62
9/13/24,137,potato chip,food_drink,0.41,potato chip,potato+chips,"dumb_plural, plural_noun",,,0,0,62,62
9/13/24,137,potato chip,food_drink,0.41,potato chip,potato+chip's,possessive,,,0,0,62,62
9/13/24,137,potato chip,food_drink,0.41,potato chip,potato+chips',"dumb_plural_possessive, plural_possessive",,,0,0,62,62
9/13/24,137,potato chip,food_drink,0.41,potato chip,potato chip,singular_noun,,,62,62,62,62
9/13/24,137,potato chip,food_drink,0.41,potato chip,potato chips,"dumb_plural, plural_noun",,,0,0,62,62
9/13/24,137,potato chip,food_drink,0.41,potato chip,potato chip's,possessive,,,0,0,62,62
9/13/24,137,potato chip,food_drink,0.41,potato chip,potato chips',"dumb_plural_possessive, plural_possessive",,,0,0,62,62
9/13/24,281,potty,furniture_rooms,0.66,potty,pottys',dumb_plural_possessive,,,0,0,0,0
9/13/24,281,potty,furniture_rooms,0.66,potty,pottys,dumb_plural,,,0,0,0,0
9/13/24,281,potty,furniture_rooms,0.66,potty,potties',plural_possessive,,,0,0,0,0
9/13/24,281,potty,furniture_rooms,0.66,potty,potties,plural_noun,,,0,0,0,0
9/13/24,281,potty,furniture_rooms,0.66,potty,potty,singular_noun,,,0,0,0,0
9/13/24,281,potty,furniture_rooms,0.66,potty,potty's,possessive,,,0,0,0,0
9/13/24,84,present,toys,0.42,present,presents',"dumb_plural_possessive, plural_possessive",,,0,0,1836,1836
9/13/24,84,present,toys,0.42,present,present,singular_noun,,,1836,1836,1836,1836
9/13/24,84,present,toys,0.42,present,presents,"dumb_plural, plural_noun",,,0,0,1836,1836
9/13/24,84,present,toys,0.42,present,present's,possessive,,,0,0,1836,1836
9/13/24,139,pretzel,food_drink,0.32,pretzel,pretzel's,possessive,,,0,0,337,337
9/13/24,139,pretzel,food_drink,0.32,pretzel,pretzels',"dumb_plural_possessive, plural_possessive",,,0,0,337,337
9/13/24,139,pretzel,food_drink,0.32,pretzel,pretzels,"dumb_plural, plural_noun",,,0,0,337,337
9/13/24,139,pretzel,food_drink,0.32,pretzel,pretzel,singular_noun,,,337,337,337,337
9/13/24,140,pudding,food_drink,0.16,pudding,pudding,singular_noun,,,243,243,243,243
9/13/24,140,pudding,food_drink,0.16,pudding,puddings,"dumb_plural, plural_noun",,,0,0,243,243
9/13/24,140,pudding,food_drink,0.16,pudding,pudding's,possessive,,,0,0,243,243
9/13/24,140,pudding,food_drink,0.16,pudding,puddings',"dumb_plural_possessive, plural_possessive",,,0,0,243,243
9/13/24,141,pumpkin,food_drink,0.38,pumpkin,pumpkins',"dumb_plural_possessive, plural_possessive",,,0,0,1042,1042
9/13/24,141,pumpkin,food_drink,0.38,pumpkin,pumpkin,singular_noun,,,1041,1041,1042,1042
9/13/24,141,pumpkin,food_drink,0.38,pumpkin,pumpkins,"dumb_plural, plural_noun",,,1,1,1042,1042
9/13/24,141,pumpkin,food_drink,0.38,pumpkin,pumpkin's,possessive,,,0,0,1042,1042
9/13/24,46,puppy,animals,0.65,puppy,puppy's,possessive,,,0,0,2310,2310
9/13/24,46,puppy,animals,0.65,puppy,puppies',plural_possessive,,,0,0,2310,2310
9/13/24,46,puppy,animals,0.65,puppy,puppies,plural_noun,,,3,3,2310,2310
9/13/24,46,puppy,animals,0.65,puppy,puppy,singular_noun,,,2306,2306,2310,2310
9/13/24,46,puppy,animals,0.65,puppy,puppys,dumb_plural,,,1,1,2310,2310
9/13/24,46,puppy,animals,0.65,puppy,puppys',dumb_plural_possessive,,,0,0,2310,2310
9/13/24,246,purse,household,0.37,purse,purses,"dumb_plural, plural_noun",,,0,0,596,596
9/13/24,246,purse,household,0.37,purse,purses',"dumb_plural_possessive, plural_possessive",,,0,0,596,596
9/13/24,246,purse,household,0.37,purse,purse,singular_noun,,,596,596,596,596
9/13/24,246,purse,household,0.37,purse,purse's,possessive,,,0,0,596,596
9/13/24,85,puzzle,toys,0.48,puzzle,puzzles,"dumb_plural, plural_noun",,,0,0,2203,2203
9/13/24,85,puzzle,toys,0.48,puzzle,puzzle,singular_noun,,,2203,2203,2203,2203
9/13/24,85,puzzle,toys,0.48,puzzle,puzzles',"dumb_plural_possessive, plural_possessive",,,0,0,2203,2203
9/13/24,85,puzzle,toys,0.48,puzzle,puzzle's,possessive,,,0,0,2203,2203
9/13/24,247,radio,household,0.19,radio,radios',"dumb_plural_possessive, plural_possessive",,,0,0,458,458
9/13/24,247,radio,household,0.19,radio,radio's,possessive,,,0,0,458,458
9/13/24,247,radio,household,0.19,radio,radios,"dumb_plural, plural_noun",,,0,0,458,458
9/13/24,247,radio,household,0.19,radio,radio,singular_noun,,,458,458,458,458
9/13/24,305,rain,outside,0.63,rain,rains',"dumb_plural_possessive, plural_possessive",,,0,0,2234,2234
9/13/24,305,rain,outside,0.63,rain,rain's,possessive,,,0,0,2234,2234
9/13/24,305,rain,outside,0.63,rain,rains,"dumb_plural, plural_noun",,,0,0,2234,2234
9/13/24,305,rain,outside,0.63,rain,rain,singular_noun,,,2234,2234,2234,2234
9/13/24,142,raisin,food_drink,0.43,raisin,raisins,"dumb_plural, plural_noun",,,0,0,922,922
9/13/24,142,raisin,food_drink,0.43,raisin,raisins',"dumb_plural_possessive, plural_possessive",,,0,0,922,922
9/13/24,142,raisin,food_drink,0.43,raisin,raisin,singular_noun,,,922,922,922,922
9/13/24,142,raisin,food_drink,0.43,raisin,raisin's,possessive,,,0,0,922,922
9/13/24,283,refrigerator,furniture_rooms,0.37,refrigerator,refrigerator's,possessive,,,0,0,852,852
9/13/24,283,refrigerator,furniture_rooms,0.37,refrigerator,refrigerators,"dumb_plural, plural_noun",,,0,0,852,852
9/13/24,283,refrigerator,furniture_rooms,0.37,refrigerator,refrigerator,singular_noun,,,852,852,852,852
9/13/24,283,refrigerator,furniture_rooms,0.37,refrigerator,refrigerators',"dumb_plural_possessive, plural_possessive",,,0,0,852,852
9/13/24,306,rock,outside,0.6,rock,rocks',"dumb_plural_possessive, plural_possessive",,,0,0,2823,2823
9/13/24,306,rock,outside,0.6,rock,rock's,possessive,,,0,0,2823,2823
9/13/24,306,rock,outside,0.6,rock,rocks,"dumb_plural, plural_noun",,,8,8,2823,2823
9/13/24,306,rock,outside,0.6,rock,rock,singular_noun,,,2815,2815,2823,2823
9/13/24,282,rocking chair,furniture_rooms,0.25,rocking chair,rocking+chairs,"dumb_plural, plural_noun",,,0,0,0,0
9/13/24,282,rocking chair,furniture_rooms,0.25,rocking chair,rocking chairs,"dumb_plural, plural_noun",,,0,0,0,0
9/13/24,282,rocking chair,furniture_rooms,0.25,rocking chair,rocking chair's,possessive,,,0,0,0,0
9/13/24,282,rocking chair,furniture_rooms,0.25,rocking chair,rocking+chairs',"dumb_plural_possessive, plural_possessive",,,0,0,0,0
9/13/24,282,rocking chair,furniture_rooms,0.25,rocking chair,rocking chairs',"dumb_plural_possessive, plural_possessive",,,0,0,0,0
9/13/24,282,rocking chair,furniture_rooms,0.25,rocking chair,rocking+chair's,possessive,,,0,0,0,0
9/13/24,282,rocking chair,furniture_rooms,0.25,rocking chair,rocking chair,singular_noun,,,0,0,0,0
9/13/24,282,rocking chair,furniture_rooms,0.25,rocking chair,rocking+chair,singular_noun,,,0,0,0,0
9/13/24,307,roof,outside,0.18,roof,roof,singular_noun,,,560,560,560,560
9/13/24,307,roof,outside,0.18,roof,roofs,"dumb_plural, plural_noun",,,0,0,560,560
9/13/24,307,roof,outside,0.18,roof,roof's,possessive,,,0,0,560,560
9/13/24,307,roof,outside,0.18,roof,roofs',"dumb_plural_possessive, plural_possessive",,,0,0,560,560
9/13/24,284,room,furniture_rooms,0.43,room,rooms,"dumb_plural, plural_noun",,,0,0,5315,5315
9/13/24,284,room,furniture_rooms,0.43,room,room's,possessive,,,0,0,5315,5315
9/13/24,284,room,furniture_rooms,0.43,room,room,singular_noun,,,5315,5315,5315,5315
9/13/24,284,room,furniture_rooms,0.43,room,rooms',"dumb_plural_possessive, plural_possessive",,,0,0,5315,5315
9/13/24,47,rooster,animals,0.25,rooster,roosters',"dumb_plural_possessive, plural_possessive",,,0,0,629,629
9/13/24,47,rooster,animals,0.25,rooster,roosters,"dumb_plural, plural_noun",,,0,0,629,629
9/13/24,47,rooster,animals,0.25,rooster,rooster,singular_noun,,,629,629,629,629
9/13/24,47,rooster,animals,0.25,rooster,rooster's,possessive,,,0,0,629,629
9/13/24,143,salt,food_drink,0.22,salt,salt,singular_noun,,,815,815,815,815
9/13/24,143,salt,food_drink,0.22,salt,salts,"dumb_plural, plural_noun",,,0,0,815,815
9/13/24,143,salt,food_drink,0.22,salt,salt's,possessive,,,0,0,815,815
9/13/24,143,salt,food_drink,0.22,salt,salts',"dumb_plural_possessive, plural_possessive",,,0,0,815,815
9/13/24,308,sandbox,outside,0.27,sand+box,sand+box,"singular_noun, syntax-corrected",,,0,0,0,0
9/13/24,308,sandbox,outside,0.27,sand+box,sand+box's,possessive,,,0,0,0,0
9/13/24,308,sandbox,outside,0.27,sand+box,sand+boxes',plural_possessive,,,0,0,0,0
9/13/24,308,sandbox,outside,0.27,sand+box,sand+boxs,dumb_plural,,,0,0,0,0
9/13/24,308,sandbox,outside,0.27,sand+box,sand+boxes,plural_noun,,,0,0,0,0
9/13/24,308,sandbox,outside,0.27,sand+box,sand+boxs',dumb_plural_possessive,,,0,0,0,0
9/13/24,308,sandbox,outside,0.27,sandbox,sandboxs',dumb_plural_possessive,,,0,0,0,0
9/13/24,308,sandbox,outside,0.27,sandbox,sandboxes,plural_noun,,,0,0,0,0
9/13/24,308,sandbox,outside,0.27,sandbox,sandboxes',plural_possessive,,,0,0,0,0
9/13/24,308,sandbox,outside,0.27,sandbox,sandbox,singular_noun,,,0,0,0,0
9/13/24,308,sandbox,outside,0.27,sandbox,sandboxs,dumb_plural,,,0,0,0,0
9/13/24,308,sandbox,outside,0.27,sandbox,sandbox's,possessive,,,0,0,0,0
9/13/24,144,sandwich,food_drink,0.43,sandwich,sandwich,singular_noun,,,1640,1640,1640,1640
9/13/24,144,sandwich,food_drink,0.43,sandwich,sandwich's,possessive,,,0,0,1640,1640
9/13/24,144,sandwich,food_drink,0.43,sandwich,sandwiches',plural_possessive,,,0,0,1640,1640
9/13/24,144,sandwich,food_drink,0.43,sandwich,sandwichs',dumb_plural_possessive,,,0,0,1640,1640
9/13/24,144,sandwich,food_drink,0.43,sandwich,sandwiches,plural_noun,,,0,0,1640,1640
9/13/24,144,sandwich,food_drink,0.43,sandwich,sandwichs,dumb_plural,,,0,0,1640,1640
9/13/24,145,sauce,food_drink,0.31,sauce,sauce,singular_noun,,,598,598,598,598
9/13/24,145,sauce,food_drink,0.31,sauce,sauces',"dumb_plural_possessive, plural_possessive",,,0,0,598,598
9/13/24,145,sauce,food_drink,0.31,sauce,sauce's,possessive,,,0,0,598,598
9/13/24,145,sauce,food_drink,0.31,sauce,sauces,"dumb_plural, plural_noun",,,0,0,598,598
9/13/24,172,scarf,clothing,0.16,scarf,scarves',plural_possessive,,,0,0,178,178
9/13/24,172,scarf,clothing,0.16,scarf,scarf's,possessive,,,0,0,178,178
9/13/24,172,scarf,clothing,0.16,scarf,scarves,plural_noun,,,0,0,178,178
9/13/24,172,scarf,clothing,0.16,scarf,scarf,singular_noun,,,178,178,178,178
9/13/24,172,scarf,clothing,0.16,scarf,scarfs',dumb_plural_possessive,,,0,0,178,178
9/13/24,172,scarf,clothing,0.16,scarf,scarfs,dumb_plural,,,0,0,178,178
9/13/24,341,school,places,0.49,school,schools,"dumb_plural, plural_noun",,,0,0,7870,7870
9/13/24,341,school,places,0.49,school,school's,possessive,,,0,0,7870,7870
9/13/24,341,school,places,0.49,school,schools',"dumb_plural_possessive, plural_possessive",,,0,0,7870,7870
9/13/24,341,school,places,0.49,school,school,singular_noun,,,7870,7870,7870,7870
9/13/24,248,scissors,household,0.34,scissors,scissors,"plural_noun, singular_noun",,,600,600,600,600
9/13/24,248,scissors,household,0.34,scissors,scissors's,possessive,,,0,0,600,600
9/13/24,248,scissors,household,0.34,scissors,scissors',plural_possessive,,,0,0,600,600
9/13/24,248,scissors,household,0.34,scissors,scissorss,dumb_plural,,,0,0,600,600
9/13/24,248,scissors,household,0.34,scissors,scissorss',dumb_plural_possessive,,,0,0,600,600
9/13/24,48,sheep,animals,0.55,sheep,sheeps,dumb_plural,,,4,4,1804,1804
9/13/24,48,sheep,animals,0.55,sheep,sheeps',"dumb_plural_possessive, plural_possessive",,,0,0,1804,1804
9/13/24,48,sheep,animals,0.55,sheep,sheep's,possessive,,,0,0,1804,1804
9/13/24,48,sheep,animals,0.55,sheep,sheep,"plural_noun, singular_noun",,,1800,1800,1804,1804
9/13/24,173,shirt,clothing,0.65,shirt,shirts,"dumb_plural, plural_noun",,,0,0,3137,3137
9/13/24,173,shirt,clothing,0.65,shirt,shirt's,possessive,,,0,0,3137,3137
